System,Max Cycle Pair,Total Max Cycle
"[{1, 2, 23}, {1, 10, 3}, {1, 4, 22}, {24, 1, 5}, {1, 11, 6}, {1, 13, 7}, {8, 1, 18}, {16, 1, 9}, {1, 12, 20}, {1, 14, 17}, {1, 21, 15}, {1, 19, 25}, {16, 2, 3}, {2, 4, 6}, {9, 2, 5}, {25, 2, 7}, {8, 2, 15}, {2, 10, 22}, {2, 11, 14}, {2, 12, 21}, {2, 20, 13}, {24, 17, 2}, {19, 2, 18}, {3, 4, 13}, {18, 3, 5}, {24, 3, 6}, {9, 3, 7}, {8, 3, 20}, {11, 3, 12}, {25, 3, 14}, {3, 23, 15}, {19, 17, 3}, {3, 21, 22}, {4, 5, 14}, {24, 4, 7}, {8, 4, 23}, {9, 18, 4}, {16, 10, 4}, {11, 4, 15}, {25, 4, 12}, {17, 4, 20}, {19, 4, 21}, {8, 5, 6}, {19, 5, 7}, {10, 5, 15}, {11, 20, 5}, {16, 12, 5}, {13, 21, 5}, {17, 5, 25}, {5, 22, 23}, {10, 6, 7}, {9, 12, 6}, {13, 6, 14}, {25, 6, 15}, {16, 18, 6}, {17, 6, 22}, {19, 20, 6}, {21, 6, 23}, {8, 17, 7}, {11, 23, 7}, {12, 14, 7}, {15, 22, 7}, {16, 21, 7}, {18, 20, 7}, {8, 9, 14}, {8, 10, 19}, {8, 11, 13}, {8, 12, 22}, {8, 16, 25}, {8, 24, 21}, {9, 10, 11}, {9, 13, 22}, {24, 9, 15}, {9, 21, 17}, {9, 19, 23}, {9, 20, 25}, {10, 12, 13}, {24, 10, 14}, {17, 10, 18}, {10, 20, 21}, {25, 10, 23}, {16, 17, 11}, {24, 18, 11}, {19, 11, 22}, {25, 11, 21}, {17, 12, 15}, {18, 12, 23}, {24, 19, 12}, {18, 13, 15}, {16, 19, 13}, {17, 13, 23}, {24, 25, 13}, {19, 14, 15}, {16, 14, 23}, {18, 21, 14}, {20, 14, 22}, {16, 20, 15}, {16, 24, 22}, {25, 18, 22}, {24, 20, 23}]","{(25, 1): 10, (25, 2): 10, (25, 3): 16, (25, 4): 18, (25, 5): 12, (25, 6): 12, (25, 7): 22, (25, 8): 8, (25, 9): 14, (25, 10): 10, (25, 11): 22, (25, 12): 16, (25, 13): 22, (25, 14): 22, (25, 15): 12, (25, 16): 12, (25, 17): 18, (25, 18): 22, (25, 19): 22, (25, 20): 22, (25, 21): 18, (25, 22): 14, (25, 23): 22, (25, 24): 8, (24, 1): 22, (24, 2): 22, (24, 3): 22, (24, 4): 12, (24, 5): 22, (24, 6): 22, (24, 7): 18, (24, 8): 22, (24, 9): 22, (24, 10): 14, (24, 11): 18, (24, 12): 16, (24, 13): 18, (24, 14): 14, (24, 15): 12, (24, 16): 16, (24, 17): 22, (24, 18): 22, (24, 19): 22, (24, 20): 22, (24, 21): 22, (24, 22): 22, (24, 23): 12, (24, 25): 8, (23, 1): 14, (23, 2): 18, (23, 3): 16, (23, 4): 14, (23, 5): 14, (23, 6): 22, (23, 7): 16, (23, 8): 12, (23, 9): 14, (23, 10): 12, (23, 11): 22, (23, 12): 14, (23, 13): 14, (23, 14): 12, (23, 15): 12, (23, 16): 18, (23, 17): 12, (23, 18): 8, (23, 19): 12, (23, 20): 16, (23, 21): 22, (23, 22): 10, (23, 24): 12, (23, 25): 22, (22, 1): 12, (22, 2): 22, (22, 3): 22, (22, 4): 22, (22, 5): 22, (22, 6): 22, (22, 7): 10, (22, 8): 22, (22, 9): 16, (22, 10): 8, (22, 11): 22, (22, 12): 22, (22, 13): 22, (22, 14): 18, (22, 15): 22, (22, 16): 22, (22, 17): 14, (22, 18): 14, (22, 19): 22, (22, 20): 22, (22, 21): 16, (22, 23): 10, (22, 24): 22, (22, 25): 14, (21, 1): 12, (21, 2): 22, (21, 3): 14, (21, 4): 22, (21, 5): 22, (21, 6): 18, (21, 7): 12, (21, 8): 22, (21, 9): 18, (21, 10): 14, (21, 11): 22, (21, 12): 14, (21, 13): 14, (21, 14): 22, (21, 15): 16, (21, 16): 18, (21, 17): 22, (21, 18): 12, (21, 19): 18, (21, 20): 22, (21, 22): 16, (21, 23): 22, (21, 24): 22, (21, 25): 18, (20, 1): 18, (20, 2): 18, (20, 3): 12, (20, 4): 22, (20, 5): 16, (20, 6): 16, (20, 7): 22, (20, 8): 22, (20, 9): 14, (20, 10): 22, (20, 11): 10, (20, 12): 18, (20, 13): 22, (20, 14): 18, (20, 15): 14, (20, 16): 18, (20, 17): 18, (20, 18): 8, (20, 19): 10, (20, 21): 22, (20, 22): 22, (20, 23): 16, (20, 24): 22, (20, 25): 22, (19, 1): 22, (19, 2): 10, (19, 3): 22, (19, 4): 12, (19, 5): 22, (19, 6): 18, (19, 7): 22, (19, 8): 16, (19, 9): 14, (19, 10): 12, (19, 11): 22, (19, 12): 12, (19, 13): 16, (19, 14): 18, (19, 15): 16, (19, 16): 22, (19, 17): 12, (19, 18): 22, (19, 20): 10, (19, 21): 18, (19, 22): 22, (19, 23): 12, (19, 24): 22, (19, 25): 22, (18, 1): 22, (18, 2): 16, (18, 3): 18, (18, 4): 16, (18, 5): 22, (18, 6): 16, (18, 7): 22, (18, 8): 22, (18, 9): 22, (18, 10): 12, (18, 11): 10, (18, 12): 18, (18, 13): 18, (18, 14): 22, (18, 15): 6, (18, 16): 12, (18, 17): 10, (18, 19): 22, (18, 20): 8, (18, 21): 12, (18, 22): 14, (18, 23): 8, (18, 24): 22, (18, 25): 22, (17, 1): 12, (17, 2): 14, (17, 3): 16, (17, 4): 22, (17, 5): 22, (17, 6): 16, (17, 7): 22, (17, 8): 22, (17, 9): 22, (17, 10): 10, (17, 11): 18, (17, 12): 18, (17, 13): 18, (17, 14): 22, (17, 15): 18, (17, 16): 22, (17, 18): 10, (17, 19): 12, (17, 20): 18, (17, 21): 22, (17, 22): 14, (17, 23): 12, (17, 24): 22, (17, 25): 18, (16, 1): 22, (16, 2): 22, (16, 3): 16, (16, 4): 12, (16, 5): 18, (16, 6): 22, (16, 7): 14, (16, 8): 18, (16, 9): 12, (16, 10): 22, (16, 11): 22, (16, 12): 14, (16, 13): 22, (16, 14): 14, (16, 15): 10, (16, 17): 22, (16, 18): 12, (16, 19): 22, (16, 20): 18, (16, 21): 18, (16, 22): 22, (16, 23): 18, (16, 24): 16, (16, 25): 12, (15, 1): 22, (15, 2): 22, (15, 3): 18, (15, 4): 22, (15, 5): 22, (15, 6): 16, (15, 7): 10, (15, 8): 18, (15, 9): 14, (15, 10): 18, (15, 11): 18, (15, 12): 22, (15, 13): 22, (15, 14): 14, (15, 16): 10, (15, 17): 18, (15, 18): 6, (15, 19): 16, (15, 20): 14, (15, 21): 16, (15, 22): 22, (15, 23): 12, (15, 24): 12, (15, 25): 12, (14, 1): 22, (14, 2): 22, (14, 3): 22, (14, 4): 18, (14, 5): 22, (14, 6): 18, (14, 7): 22, (14, 8): 22, (14, 9): 14, (14, 10): 18, (14, 11): 16, (14, 12): 12, (14, 13): 16, (14, 15): 14, (14, 16): 14, (14, 17): 22, (14, 18): 22, (14, 19): 18, (14, 20): 18, (14, 21): 22, (14, 22): 18, (14, 23): 12, (14, 24): 14, (14, 25): 22, (13, 1): 22, (13, 2): 10, (13, 3): 18, (13, 4): 22, (13, 5): 22, (13, 6): 12, (13, 7): 10, (13, 8): 12, (13, 9): 16, (13, 10): 22, (13, 11): 22, (13, 12): 18, (13, 14): 16, (13, 15): 22, (13, 16): 22, (13, 17): 18, (13, 18): 18, (13, 19): 16, (13, 20): 22, (13, 21): 14, (13, 22): 22, (13, 23): 14, (13, 24): 18, (13, 25): 22, (12, 1): 22, (12, 2): 12, (12, 3): 22, (12, 4): 22, (12, 5): 22, (12, 6): 12, (12, 7): 10, (12, 8): 22, (12, 9): 14, (12, 10): 14, (12, 11): 22, (12, 13): 18, (12, 14): 12, (12, 15): 22, (12, 16): 14, (12, 17): 18, (12, 18): 18, (12, 19): 12, (12, 20): 18, (12, 21): 14, (12, 22): 22, (12, 23): 14, (12, 24): 16, (12, 25): 16, (11, 1): 16, (11, 2): 22, (11, 3): 14, (11, 4): 22, (11, 5): 12, (11, 6): 22, (11, 7): 14, (11, 8): 22, (11, 9): 18, (11, 10): 22, (11, 12): 22, (11, 13): 22, (11, 14): 16, (11, 15): 18, (11, 16): 22, (11, 17): 18, (11, 18): 10, (11, 19): 22, (11, 20): 10, (11, 21): 22, (11, 22): 22, (11, 23): 22, (11, 24): 18, (11, 25): 22, (10, 1): 22, (10, 2): 10, (10, 3): 22, (10, 4): 22, (10, 5): 18, (10, 6): 8, (10, 7): 22, (10, 8): 18, (10, 9): 22, (10, 11): 22, (10, 12): 14, (10, 13): 22, (10, 14): 18, (10, 15): 18, (10, 16): 22, (10, 17): 10, (10, 18): 12, (10, 19): 12, (10, 20): 22, (10, 21): 14, (10, 22): 8, (10, 23): 12, (10, 24): 14, (10, 25): 10, (9, 1): 22, (9, 2): 22, (9, 3): 18, (9, 4): 12, (9, 5): 22, (9, 6): 22, (9, 7): 22, (9, 8): 22, (9, 10): 22, (9, 11): 18, (9, 12): 14, (9, 13): 16, (9, 14): 14, (9, 15): 14, (9, 16): 12, (9, 17): 22, (9, 18): 22, (9, 19): 14, (9, 20): 14, (9, 21): 18, (9, 22): 16, (9, 23): 14, (9, 24): 22, (9, 25): 14, (8, 1): 22, (8, 2): 22, (8, 3): 22, (8, 4): 22, (8, 5): 14, (8, 6): 22, (8, 7): 18, (8, 9): 22, (8, 10): 18, (8, 11): 22, (8, 12): 22, (8, 13): 12, (8, 14): 22, (8, 15): 18, (8, 16): 18, (8, 17): 22, (8, 18): 22, (8, 19): 16, (8, 20): 22, (8, 21): 22, (8, 22): 22, (8, 23): 12, (8, 24): 22, (8, 25): 8, (7, 1): 16, (7, 2): 14, (7, 3): 10, (7, 4): 12, (7, 5): 14, (7, 6): 22, (7, 8): 18, (7, 9): 22, (7, 10): 22, (7, 11): 14, (7, 12): 10, (7, 13): 10, (7, 14): 22, (7, 15): 10, (7, 16): 14, (7, 17): 22, (7, 18): 22, (7, 19): 22, (7, 20): 22, (7, 21): 12, (7, 22): 10, (7, 23): 16, (7, 24): 18, (7, 25): 22, (6, 1): 22, (6, 2): 22, (6, 3): 16, (6, 4): 22, (6, 5): 22, (6, 7): 22, (6, 8): 22, (6, 9): 22, (6, 10): 8, (6, 11): 22, (6, 12): 12, (6, 13): 12, (6, 14): 18, (6, 15): 16, (6, 16): 22, (6, 17): 16, (6, 18): 16, (6, 19): 18, (6, 20): 16, (6, 21): 18, (6, 22): 22, (6, 23): 22, (6, 24): 22, (6, 25): 12, (5, 1): 22, (5, 2): 22, (5, 3): 22, (5, 4): 14, (5, 6): 22, (5, 7): 14, (5, 8): 14, (5, 9): 22, (5, 10): 18, (5, 11): 12, (5, 12): 22, (5, 13): 22, (5, 14): 22, (5, 15): 22, (5, 16): 18, (5, 17): 22, (5, 18): 22, (5, 19): 22, (5, 20): 16, (5, 21): 22, (5, 22): 22, (5, 23): 14, (5, 24): 22, (5, 25): 12, (4, 1): 22, (4, 2): 22, (4, 3): 22, (4, 5): 14, (4, 6): 22, (4, 7): 12, (4, 8): 22, (4, 9): 12, (4, 10): 22, (4, 11): 22, (4, 12): 22, (4, 13): 22, (4, 14): 18, (4, 15): 22, (4, 16): 12, (4, 17): 22, (4, 18): 16, (4, 19): 12, (4, 20): 22, (4, 21): 22, (4, 22): 22, (4, 23): 14, (4, 24): 12, (4, 25): 18, (3, 1): 10, (3, 2): 22, (3, 4): 22, (3, 5): 22, (3, 6): 16, (3, 7): 10, (3, 8): 22, (3, 9): 18, (3, 10): 22, (3, 11): 14, (3, 12): 22, (3, 13): 18, (3, 14): 22, (3, 15): 18, (3, 16): 16, (3, 17): 16, (3, 18): 18, (3, 19): 22, (3, 20): 12, (3, 21): 14, (3, 22): 22, (3, 23): 16, (3, 24): 22, (3, 25): 16, (2, 1): 12, (2, 3): 22, (2, 4): 22, (2, 5): 22, (2, 6): 22, (2, 7): 14, (2, 8): 22, (2, 9): 22, (2, 10): 10, (2, 11): 22, (2, 12): 12, (2, 13): 10, (2, 14): 22, (2, 15): 22, (2, 16): 22, (2, 17): 14, (2, 18): 16, (2, 19): 10, (2, 20): 18, (2, 21): 22, (2, 22): 22, (2, 23): 18, (2, 24): 22, (2, 25): 10, (1, 2): 12, (1, 3): 10, (1, 4): 22, (1, 5): 22, (1, 6): 22, (1, 7): 16, (1, 8): 22, (1, 9): 22, (1, 10): 22, (1, 11): 16, (1, 12): 22, (1, 13): 22, (1, 14): 22, (1, 15): 22, (1, 16): 22, (1, 17): 12, (1, 18): 22, (1, 19): 22, (1, 20): 18, (1, 21): 12, (1, 22): 12, (1, 23): 14, (1, 24): 22, (1, 25): 10}",22
"[{1, 2, 20}, {24, 1, 3}, {1, 4, 6}, {1, 10, 5}, {1, 13, 7}, {8, 1, 23}, {16, 1, 9}, {1, 11, 12}, {1, 21, 14}, {1, 17, 15}, {1, 18, 25}, {1, 19, 22}, {2, 3, 6}, {17, 2, 4}, {2, 11, 5}, {2, 15, 7}, {8, 2, 12}, {9, 2, 19}, {2, 10, 22}, {2, 13, 23}, {16, 2, 14}, {24, 2, 18}, {25, 2, 21}, {16, 3, 4}, {13, 3, 5}, {3, 22, 7}, {8, 18, 3}, {9, 3, 15}, {25, 10, 3}, {11, 3, 21}, {3, 12, 14}, {19, 17, 3}, {3, 20, 23}, {4, 5, 22}, {24, 4, 7}, {8, 10, 4}, {9, 11, 4}, {18, 4, 12}, {25, 4, 13}, {4, 14, 23}, {4, 21, 15}, {19, 4, 20}, {19, 5, 6}, {12, 5, 7}, {8, 21, 5}, {24, 9, 5}, {17, 5, 14}, {18, 5, 15}, {16, 20, 5}, {25, 5, 23}, {20, 6, 7}, {8, 6, 14}, {9, 10, 6}, {18, 11, 6}, {12, 13, 6}, {16, 6, 15}, {17, 6, 25}, {21, 6, 22}, {24, 6, 23}, {8, 17, 7}, {9, 25, 7}, {10, 14, 7}, {19, 11, 7}, {16, 23, 7}, {18, 21, 7}, {8, 9, 22}, {8, 11, 15}, {8, 20, 13}, {8, 16, 25}, {8, 24, 19}, {9, 12, 23}, {9, 13, 17}, {9, 18, 14}, {9, 20, 21}, {10, 11, 23}, {17, 10, 12}, {10, 21, 13}, {10, 19, 15}, {16, 24, 10}, {10, 18, 20}, {16, 11, 13}, {24, 11, 14}, {17, 11, 22}, {25, 11, 20}, {12, 20, 15}, {16, 19, 12}, {24, 12, 21}, {25, 12, 22}, {13, 14, 15}, {18, 19, 13}, {24, 13, 22}, {25, 19, 14}, {20, 14, 22}, {23, 22, 15}, {24, 25, 15}, {16, 17, 21}, {16, 18, 22}, {17, 18, 23}, {24, 17, 20}, {19, 21, 23}]","{(25, 1): 14, (25, 2): 22, (25, 3): 22, (25, 4): 18, (25, 5): 12, (25, 6): 14, (25, 7): 14, (25, 8): 22, (25, 9): 22, (25, 10): 16, (25, 11): 10, (25, 12): 18, (25, 13): 12, (25, 14): 22, (25, 15): 12, (25, 16): 22, (25, 17): 14, (25, 18): 22, (25, 19): 22, (25, 20): 22, (25, 21): 22, (25, 22): 16, (25, 23): 12, (25, 24): 22, (24, 1): 8, (24, 2): 22, (24, 3): 10, (24, 4): 22, (24, 5): 22, (24, 6): 18, (24, 7): 10, (24, 8): 22, (24, 9): 22, (24, 10): 14, (24, 11): 18, (24, 12): 18, (24, 13): 22, (24, 14): 18, (24, 15): 12, (24, 16): 16, (24, 17): 12, (24, 18): 18, (24, 19): 22, (24, 20): 22, (24, 21): 12, (24, 22): 8, (24, 23): 16, (24, 25): 22, (23, 1): 22, (23, 2): 22, (23, 3): 14, (23, 4): 22, (23, 5): 16, (23, 6): 18, (23, 7): 18, (23, 8): 22, (23, 9): 22, (23, 10): 16, (23, 11): 12, (23, 12): 22, (23, 13): 22, (23, 14): 22, (23, 15): 18, (23, 16): 22, (23, 17): 22, (23, 18): 18, (23, 19): 22, (23, 20): 10, (23, 21): 18, (23, 22): 22, (23, 24): 16, (23, 25): 12, (22, 1): 10, (22, 2): 18, (22, 3): 22, (22, 4): 8, (22, 5): 22, (22, 6): 10, (22, 7): 12, (22, 8): 22, (22, 9): 10, (22, 10): 22, (22, 11): 14, (22, 12): 18, (22, 13): 22, (22, 14): 14, (22, 15): 10, (22, 16): 16, (22, 17): 22, (22, 18): 22, (22, 19): 18, (22, 20): 14, (22, 21): 10, (22, 23): 22, (22, 24): 8, (22, 25): 16, (21, 1): 18, (21, 2): 22, (21, 3): 10, (21, 4): 18, (21, 5): 22, (21, 6): 22, (21, 7): 18, (21, 8): 22, (21, 9): 18, (21, 10): 18, (21, 11): 10, (21, 12): 18, (21, 13): 10, (21, 14): 18, (21, 15): 12, (21, 16): 14, (21, 17): 16, (21, 18): 22, (21, 19): 22, (21, 20): 22, (21, 22): 10, (21, 23): 18, (21, 24): 12, (21, 25): 22, (20, 1): 22, (20, 2): 14, (20, 3): 22, (20, 4): 10, (20, 5): 22, (20, 6): 22, (20, 7): 22, (20, 8): 22, (20, 9): 18, (20, 10): 18, (20, 11): 10, (20, 12): 22, (20, 13): 22, (20, 14): 22, (20, 15): 22, (20, 16): 10, (20, 17): 12, (20, 18): 22, (20, 19): 22, (20, 21): 22, (20, 22): 14, (20, 23): 10, (20, 24): 22, (20, 25): 22, (19, 1): 22, (19, 2): 12, (19, 3): 22, (19, 4): 18, (19, 5): 22, (19, 6): 22, (19, 7): 16, (19, 8): 12, (19, 9): 22, (19, 10): 16, (19, 11): 22, (19, 12): 16, (19, 13): 22, (19, 14): 16, (19, 15): 22, (19, 16): 22, (19, 17): 18, (19, 18): 22, (19, 20): 22, (19, 21): 22, (19, 22): 18, (19, 23): 22, (19, 24): 22, (19, 25): 22, (18, 1): 10, (18, 2): 22, (18, 3): 22, (18, 4): 22, (18, 5): 22, (18, 6): 22, (18, 7): 10, (18, 8): 14, (18, 9): 22, (18, 10): 18, (18, 11): 22, (18, 12): 14, (18, 13): 22, (18, 14): 22, (18, 15): 22, (18, 16): 18, (18, 17): 16, (18, 19): 22, (18, 20): 22, (18, 21): 22, (18, 22): 22, (18, 23): 18, (18, 24): 18, (18, 25): 22, (17, 1): 22, (17, 2): 22, (17, 3): 22, (17, 4): 22, (17, 5): 18, (17, 6): 18, (17, 7): 10, (17, 8): 12, (17, 9): 22, (17, 10): 22, (17, 11): 22, (17, 12): 22, (17, 13): 22, (17, 14): 10, (17, 15): 22, (17, 16): 12, (17, 18): 16, (17, 19): 18, (17, 20): 12, (17, 21): 16, (17, 22): 22, (17, 23): 22, (17, 24): 12, (17, 25): 14, (16, 1): 12, (16, 2): 18, (16, 3): 22, (16, 4): 16, (16, 5): 18, (16, 6): 22, (16, 7): 22, (16, 8): 22, (16, 9): 12, (16, 10): 18, (16, 11): 22, (16, 12): 10, (16, 13): 16, (16, 14): 14, (16, 15): 16, (16, 17): 12, (16, 18): 18, (16, 19): 22, (16, 20): 10, (16, 21): 14, (16, 22): 16, (16, 23): 22, (16, 24): 16, (16, 25): 22, (15, 1): 22, (15, 2): 12, (15, 3): 16, (15, 4): 22, (15, 5): 22, (15, 6): 14, (15, 7): 14, (15, 8): 22, (15, 9): 14, (15, 10): 10, (15, 11): 18, (15, 12): 22, (15, 13): 16, (15, 14): 12, (15, 16): 16, (15, 17): 22, (15, 18): 22, (15, 19): 22, (15, 20): 22, (15, 21): 12, (15, 22): 10, (15, 23): 18, (15, 24): 12, (15, 25): 12, (14, 1): 8, (14, 2): 18, (14, 3): 18, (14, 4): 22, (14, 5): 22, (14, 6): 12, (14, 7): 14, (14, 8): 14, (14, 9): 12, (14, 10): 12, (14, 11): 18, (14, 12): 10, (14, 13): 18, (14, 15): 12, (14, 16): 14, (14, 17): 10, (14, 18): 22, (14, 19): 16, (14, 20): 22, (14, 21): 18, (14, 22): 14, (14, 23): 22, (14, 24): 18, (14, 25): 22, (13, 1): 18, (13, 2): 12, (13, 3): 12, (13, 4): 22, (13, 5): 22, (13, 6): 22, (13, 7): 12, (13, 8): 22, (13, 9): 16, (13, 10): 12, (13, 11): 10, (13, 12): 22, (13, 14): 18, (13, 15): 16, (13, 16): 16, (13, 17): 22, (13, 18): 22, (13, 19): 22, (13, 20): 22, (13, 21): 10, (13, 22): 22, (13, 23): 22, (13, 24): 22, (13, 25): 12, (12, 1): 18, (12, 2): 8, (12, 3): 14, (12, 4): 18, (12, 5): 22, (12, 6): 8, (12, 7): 18, (12, 8): 22, (12, 9): 18, (12, 10): 22, (12, 11): 18, (12, 13): 22, (12, 14): 10, (12, 15): 22, (12, 16): 10, (12, 17): 22, (12, 18): 14, (12, 19): 16, (12, 20): 22, (12, 21): 18, (12, 22): 18, (12, 23): 22, (12, 24): 18, (12, 25): 18, (11, 1): 18, (11, 2): 22, (11, 3): 10, (11, 4): 14, (11, 5): 16, (11, 6): 12, (11, 7): 22, (11, 8): 18, (11, 9): 22, (11, 10): 16, (11, 12): 18, (11, 13): 10, (11, 14): 18, (11, 15): 18, (11, 16): 22, (11, 17): 22, (11, 18): 22, (11, 19): 22, (11, 20): 10, (11, 21): 10, (11, 22): 14, (11, 23): 12, (11, 24): 18, (11, 25): 10, (10, 1): 18, (10, 2): 18, (10, 3): 12, (10, 4): 22, (10, 5): 10, (10, 6): 14, (10, 7): 22, (10, 8): 14, (10, 9): 18, (10, 11): 16, (10, 12): 22, (10, 13): 12, (10, 14): 12, (10, 15): 10, (10, 16): 18, (10, 17): 22, (10, 18): 18, (10, 19): 16, (10, 20): 18, (10, 21): 18, (10, 22): 22, (10, 23): 16, (10, 24): 14, (10, 25): 16, (9, 1): 22, (9, 2): 22, (9, 3): 22, (9, 4): 18, (9, 5): 12, (9, 6): 22, (9, 7): 16, (9, 8): 14, (9, 10): 18, (9, 11): 22, (9, 12): 18, (9, 13): 16, (9, 14): 12, (9, 15): 14, (9, 16): 12, (9, 17): 22, (9, 18): 22, (9, 19): 22, (9, 20): 18, (9, 21): 18, (9, 22): 10, (9, 23): 22, (9, 24): 22, (9, 25): 22, (8, 1): 8, (8, 2): 18, (8, 3): 14, (8, 4): 12, (8, 5): 22, (8, 6): 12, (8, 7): 22, (8, 9): 14, (8, 10): 14, (8, 11): 18, (8, 12): 22, (8, 13): 22, (8, 14): 14, (8, 15): 22, (8, 16): 22, (8, 17): 12, (8, 18): 14, (8, 19): 12, (8, 20): 22, (8, 21): 22, (8, 22): 22, (8, 23): 22, (8, 24): 22, (8, 25): 22, (7, 1): 22, (7, 2): 12, (7, 3): 16, (7, 4): 14, (7, 5): 22, (7, 6): 16, (7, 8): 22, (7, 9): 16, (7, 10): 22, (7, 11): 22, (7, 12): 18, (7, 13): 12, (7, 14): 14, (7, 15): 14, (7, 16): 22, (7, 17): 10, (7, 18): 10, (7, 19): 16, (7, 20): 22, (7, 21): 18, (7, 22): 12, (7, 23): 18, (7, 24): 10, (7, 25): 14, (6, 1): 22, (6, 2): 22, (6, 3): 22, (6, 4): 22, (6, 5): 12, (6, 7): 16, (6, 8): 12, (6, 9): 22, (6, 10): 14, (6, 11): 12, (6, 12): 8, (6, 13): 22, (6, 14): 12, (6, 15): 14, (6, 16): 22, (6, 17): 18, (6, 18): 22, (6, 19): 22, (6, 20): 22, (6, 21): 22, (6, 22): 10, (6, 23): 18, (6, 24): 18, (6, 25): 14, (5, 1): 10, (5, 2): 14, (5, 3): 22, (5, 4): 22, (5, 6): 12, (5, 7): 22, (5, 8): 22, (5, 9): 12, (5, 10): 10, (5, 11): 16, (5, 12): 22, (5, 13): 22, (5, 14): 22, (5, 15): 22, (5, 16): 18, (5, 17): 18, (5, 18): 22, (5, 19): 22, (5, 20): 22, (5, 21): 22, (5, 22): 22, (5, 23): 16, (5, 24): 22, (5, 25): 12, (4, 1): 12, (4, 2): 22, (4, 3): 18, (4, 5): 22, (4, 6): 22, (4, 7): 14, (4, 8): 12, (4, 9): 18, (4, 10): 22, (4, 11): 14, (4, 12): 18, (4, 13): 22, (4, 14): 22, (4, 15): 22, (4, 16): 16, (4, 17): 22, (4, 18): 22, (4, 19): 18, (4, 20): 10, (4, 21): 18, (4, 22): 8, (4, 23): 22, (4, 24): 22, (4, 25): 18, (3, 1): 18, (3, 2): 22, (3, 4): 18, (3, 5): 22, (3, 6): 22, (3, 7): 16, (3, 8): 14, (3, 9): 22, (3, 10): 12, (3, 11): 10, (3, 12): 14, (3, 13): 12, (3, 14): 18, (3, 15): 16, (3, 16): 22, (3, 17): 22, (3, 18): 22, (3, 19): 22, (3, 20): 22, (3, 21): 10, (3, 22): 22, (3, 23): 14, (3, 24): 10, (3, 25): 22, (2, 1): 22, (2, 3): 22, (2, 4): 22, (2, 5): 14, (2, 6): 22, (2, 7): 12, (2, 8): 18, (2, 9): 22, (2, 10): 18, (2, 11): 22, (2, 12): 8, (2, 13): 12, (2, 14): 18, (2, 15): 12, (2, 16): 18, (2, 17): 22, (2, 18): 22, (2, 19): 12, (2, 20): 14, (2, 21): 22, (2, 22): 18, (2, 23): 22, (2, 24): 22, (2, 25): 22, (1, 2): 22, (1, 3): 18, (1, 4): 12, (1, 5): 10, (1, 6): 22, (1, 7): 22, (1, 8): 8, (1, 9): 22, (1, 10): 18, (1, 11): 18, (1, 12): 18, (1, 13): 18, (1, 14): 8, (1, 15): 22, (1, 16): 12, (1, 17): 22, (1, 18): 10, (1, 19): 22, (1, 20): 22, (1, 21): 18, (1, 22): 10, (1, 23): 22, (1, 24): 8, (1, 25): 14}",22
